timestamp,cpu_percent,memory_mb
1747745199.1604574,88.9,50.70703125
1747745200.1626291,1.0,50.70703125
1747745201.1647592,1.0,50.70703125
1747745202.1663885,0.0,50.70703125
1747745203.1685693,0.0,50.70703125
1747745204.170712,1.0,50.70703125
1747745205.1728663,0.0,50.70703125
1747745206.1745803,1.0,50.70703125
1747745207.1765406,0.0,50.70703125
1747745208.178447,0.0,50.70703125
1747745209.1806111,1.0,50.70703125
1747745210.1828082,0.0,50.70703125
1747745211.1849911,1.0,50.70703125
1747745212.1872597,1.0,50.70703125
1747745213.1894646,0.0,50.70703125
1747745214.1916587,1.0,50.70703125
1747745215.1937604,0.0,50.70703125
1747745216.1958072,0.0,50.70703125
1747745217.1980953,1.0,50.70703125
1747745218.2003899,1.0,50.70703125
1747745219.2026155,0.0,50.70703125
1747745220.2048411,0.0,50.70703125
1747745221.2070553,1.0,50.70703125
1747745222.2092092,0.0,50.70703125
1747745223.2113252,2.0,50.70703125
1747745224.2134264,0.0,50.70703125
1747745225.2155502,0.0,50.70703125
1747745226.217773,1.0,50.70703125
1747745227.219966,0.0,50.70703125
1747745228.222123,1.0,50.70703125
