timestamp,cpu_percent,memory_mb
1747658516.0116484,95.9,60.30078125
1747658517.013613,7.0,60.30078125
1747658518.0155635,6.0,60.30078125
1747658519.0176942,6.0,60.30078125
1747658520.01953,6.0,60.30078125
1747658521.0216682,5.0,60.30078125
1747658522.023909,7.0,60.30078125
1747658523.0261352,5.0,60.30078125
1747658524.0277038,6.0,60.30078125
1747658525.0298972,7.0,60.30078125
1747658526.0317228,6.0,60.30078125
1747658527.0339255,6.0,60.30078125
1747658528.0362282,6.0,60.30078125
1747658529.0385933,5.0,60.30078125
1747658530.0403328,6.0,60.30078125
1747658531.0423093,7.0,60.30078125
1747658532.0435731,5.0,60.30078125
1747658533.0453167,7.0,60.30078125
1747658534.0470712,5.0,60.30078125
1747658535.0490057,7.0,60.30078125
1747658536.050901,6.0,60.30078125
1747658537.0531037,6.0,60.30078125
1747658538.0553656,6.0,60.30078125
1747658539.0575745,5.0,60.30078125
1747658540.0597816,6.0,60.30078125
1747658541.0620186,6.0,60.30078125
1747658542.0642765,5.0,60.30078125
1747658543.0665324,6.0,60.30078125
1747658544.0688848,5.0,60.30078125
1747658545.071176,6.0,60.30078125
