timestamp,cpu_percent,memory_mb
1747658922.6656737,91.9,53.09375
1747658923.6680298,0.0,53.09375
1747658924.67057,1.0,53.09375
1747658925.6730142,0.0,53.09375
1747658926.6754107,0.0,53.09375
1747658927.6778693,1.0,53.09375
1747658928.680118,0.0,53.09375
1747658929.682428,1.0,53.09375
1747658930.6849756,0.0,53.09375
1747658931.6872053,1.0,53.09375
1747658932.6894505,0.0,53.09375
1747658933.6917303,1.0,53.09375
1747658934.6939707,1.0,53.09375
1747658935.6961992,1.0,53.09375
1747658936.6987123,0.0,53.09375
1747658937.701062,1.0,53.09375
1747658938.7033544,0.0,53.09375
1747658939.7055707,1.0,53.09375
1747658940.7078068,0.0,53.09375
1747658941.7100897,1.0,53.09375
1747658942.712345,0.0,53.09375
1747658943.7145894,0.0,53.09375
1747658944.7171702,1.0,53.09375
1747658945.7194648,1.0,53.09375
1747658946.7216978,0.0,53.09375
1747658947.7239504,1.0,53.09375
1747658948.726186,0.0,53.09375
1747658949.7284753,1.0,53.09375
1747658950.7307546,1.0,53.09375
1747658951.7330644,0.0,53.09375
