timestamp,cpu_percent,memory_mb
1747745333.3087263,90.9,53.24609375
1747745334.3112497,0.0,53.24609375
1747745335.3135564,0.0,53.24609375
1747745336.315774,1.0,53.24609375
1747745337.3180447,0.0,53.24609375
1747745338.3202868,1.0,53.24609375
1747745339.3224285,1.0,53.24609375
1747745340.324673,0.0,53.24609375
1747745341.3268592,1.0,53.24609375
1747745342.329091,1.0,53.24609375
1747745343.3312502,0.0,53.24609375
1747745344.333423,1.0,53.24609375
1747745345.3355894,0.0,53.24609375
1747745346.3381658,0.0,53.24609375
1747745347.3406599,1.0,53.24609375
1747745348.3421361,0.0,53.24609375
1747745349.3444865,0.0,53.24609375
1747745350.3467078,2.0,53.24609375
1747745351.3490934,0.0,53.24609375
1747745352.3514814,1.0,53.24609375
1747745353.3538826,0.0,53.24609375
1747745354.3562465,1.0,53.24609375
1747745355.3583531,0.0,53.24609375
1747745356.3606873,0.0,53.24609375
1747745357.3629973,1.0,53.24609375
1747745358.365352,0.0,53.24609375
1747745359.367733,0.0,53.24609375
1747745360.3700836,1.0,53.24609375
1747745361.3721733,0.0,53.24609375
1747745362.3745065,1.0,53.24609375
