timestamp,cpu_percent,memory_mb
1747744875.9680138,91.9,60.15234375
1747744876.9704416,1.0,60.15234375
1747744877.9727378,0.0,60.15234375
1747744878.9740844,1.0,60.15234375
1747744879.9760253,0.0,60.15234375
1747744880.9781806,0.0,60.15234375
1747744881.9803448,1.0,60.15234375
1747744882.9823456,0.0,60.15234375
1747744883.9844742,1.0,60.15234375
1747744884.9863737,0.0,60.15234375
1747744885.9884446,0.0,60.15234375
1747744886.9904957,1.0,60.15234375
1747744887.9925942,1.0,60.15234375
1747744888.9943388,1.0,60.15234375
1747744889.9964278,0.0,60.15234375
1747744890.9985418,0.0,60.15234375
1747744892.0006795,1.0,60.15234375
1747744893.0023713,0.0,60.15234375
1747744894.004515,1.0,60.15234375
1747744895.0063457,1.0,60.15234375
1747744896.0084975,0.0,60.15234375
1747744897.0106063,0.0,60.15234375
1747744898.0127282,1.0,60.15234375
1747744899.0147862,0.0,60.15234375
1747744900.0169597,1.0,60.15234375
1747744901.0190768,0.0,60.15234375
1747744902.0212069,1.0,60.15234375
1747744903.0233476,0.0,60.15234375
1747744904.0255058,1.0,60.15234375
1747744905.0276768,0.0,60.15234375
