timestamp,cpu_percent,memory_mb
1747744943.035392,81.9,54.1171875
1747744944.037138,5.0,57.46484375
1747744945.0380754,0.0,57.46484375
1747744946.0397377,1.0,57.46484375
1747744947.0413644,0.0,57.46484375
1747744948.0432215,1.0,57.46484375
1747744949.0455317,0.0,57.46484375
1747744950.0478888,1.0,57.46484375
1747744951.0501847,1.0,57.46484375
1747744952.052304,0.0,57.46484375
1747744953.0543644,0.0,57.46484375
1747744954.056499,1.0,57.46484375
1747744955.058622,0.0,57.46484375
1747744956.0607636,2.0,57.46484375
1747744957.0628886,0.0,57.46484375
1747744958.0650368,0.0,57.46484375
1747744959.0672598,1.0,57.46484375
1747744960.0694869,0.0,57.46484375
1747744961.0716665,0.0,57.46484375
1747744962.0738447,1.0,57.46484375
1747744963.0759592,0.0,57.46484375
1747744964.0781178,2.0,57.46484375
1747744965.0802264,0.0,57.46484375
1747744966.0823996,1.0,57.46484375
1747744967.0845602,0.0,57.46484375
1747744968.0866752,1.0,57.46484375
1747744969.0888624,0.0,57.46484375
1747744970.0904264,1.0,57.46484375
1747744971.0926409,0.0,57.46484375
1747744972.0947552,1.0,57.46484375
