timestamp,cpu_percent,memory_mb
1747658615.8658402,91.9,60.9609375
1747658616.868444,1.0,60.9609375
1747658617.870889,0.0,60.9609375
1747658618.8731463,0.0,60.9609375
1747658619.8753679,1.0,60.9609375
1747658620.8776486,0.0,60.9609375
1747658621.8797665,1.0,60.9609375
1747658622.882067,1.0,60.9609375
1747658623.883757,0.0,60.9609375
1747658624.8859982,0.0,60.9609375
1747658625.8877182,2.0,60.9609375
1747658626.8901067,0.0,60.9609375
1747658627.891756,0.0,60.9609375
1747658628.8940208,1.0,60.9609375
1747658629.8957548,0.0,60.9609375
1747658630.897969,1.0,60.9609375
1747658631.8997347,1.0,60.9609375
1747658632.9019656,1.0,60.9609375
1747658633.9037473,0.0,60.9609375
1747658634.9059892,0.0,60.9609375
1747658635.907786,1.0,60.9609375
1747658636.9100235,1.0,60.9609375
1747658637.9117675,1.0,60.9609375
1747658638.9140146,0.0,60.9609375
1747658639.9157474,0.0,60.9609375
1747658640.9179854,1.0,60.9609375
1747658641.9198227,1.0,60.9609375
1747658642.9220793,0.0,60.9609375
1747658643.9237564,1.0,60.9609375
1747658644.9260213,0.0,60.9609375
