timestamp,cpu_percent,memory_mb
1747745266.238911,91.9,49.6484375
1747745267.2413387,1.0,49.6484375
1747745268.2436256,0.0,49.6484375
1747745269.245851,0.0,49.6484375
1747745270.2480173,1.0,49.6484375
1747745271.2501626,0.0,49.6484375
1747745272.2522411,1.0,49.6484375
1747745273.254336,0.0,49.6484375
1747745274.2564056,1.0,49.6484375
1747745275.2582881,0.0,49.6484375
1747745276.259725,2.0,49.6484375
1747745277.2619147,0.0,49.6484375
1747745278.2640243,1.0,49.6484375
1747745279.26625,0.0,49.6484375
1747745280.2684186,1.0,49.90625
1747745281.2706132,0.0,49.90625
1747745282.2727227,0.0,49.90625
1747745283.2743611,1.0,49.90625
1747745284.2765884,0.0,49.90625
1747745285.278642,1.0,49.90625
1747745286.2810113,0.0,49.90625
1747745287.282254,1.0,49.90625
1747745288.2842624,0.0,49.90625
1747745289.2862704,1.0,49.90625
1747745290.2883682,0.0,49.90625
1747745291.2903035,0.0,49.90625
1747745292.2923307,1.0,49.90625
1747745293.2942832,0.0,49.90625
1747745294.2963343,1.0,49.90625
1747745295.2982368,1.0,49.90625
