timestamp,cpu_percent,memory_mb
1747745099.0850863,90.9,51.5546875
1747745100.0888886,1.0,51.8125
1747745101.0928068,1.0,51.8125
1747745102.0964274,1.0,51.8125
1747745103.0995402,1.0,51.8125
1747745104.1030834,1.0,51.8125
1747745105.1062956,0.0,51.8125
1747745106.1094892,1.0,51.8125
1747745107.1127734,1.0,51.8125
1747745108.1160073,1.0,51.8125
1747745109.1190891,1.0,51.8125
1747745110.1228478,1.0,51.8125
1747745111.1260245,1.0,51.8125
1747745112.1297286,1.0,51.8125
1747745113.1331258,1.0,51.8125
1747745114.1364646,0.0,51.8125
1747745115.138904,1.0,51.8125
1747745116.1418147,1.0,51.8125
1747745117.144871,1.0,51.8125
1747745118.1481583,1.0,51.8125
1747745119.150944,1.0,51.8125
1747745120.1541936,0.0,51.8125
1747745121.15739,1.0,51.8125
1747745122.1606247,1.0,51.8125
1747745123.1634262,1.0,51.8125
1747745124.1662157,1.0,51.8125
1747745125.168908,1.0,51.8125
1747745126.1707885,0.0,51.8125
1747745127.1735027,1.0,51.8125
1747745128.176272,0.0,51.8125
