timestamp,cpu_percent,memory_mb
1747744808.8999531,91.9,59.28515625
1747744809.9022615,0.0,59.28515625
1747744810.9045494,1.0,59.28515625
1747744811.9066305,1.0,59.28515625
1747744812.908899,0.0,59.28515625
1747744813.91038,1.0,59.28515625
1747744814.9121747,0.0,59.28515625
1747744815.914336,0.0,59.28515625
1747744816.9164345,1.0,59.28515625
1747744817.9185717,0.0,59.28515625
1747744818.9206848,1.0,59.28515625
1747744819.9222984,1.0,59.28515625
1747744820.924364,0.0,59.28515625
1747744821.9264061,0.0,59.28515625
1747744822.9285302,1.0,59.28515625
1747744823.930705,1.0,59.28515625
1747744824.9328103,0.0,59.28515625
1747744825.9348366,1.0,59.28515625
1747744826.9362652,0.0,59.28515625
1747744827.9383874,1.0,59.28515625
1747744828.940486,0.0,59.28515625
1747744829.9424348,1.0,59.28515625
1747744830.944544,0.0,59.28515625
1747744831.9462547,1.0,59.28515625
1747744832.9484057,0.0,59.28515625
1747744833.9503222,0.0,59.28515625
1747744834.952443,1.0,59.28515625
1747744835.9543173,1.0,59.28515625
1747744836.9563222,1.0,59.28515625
1747744837.9584112,0.0,59.28515625
