timestamp,cpu_percent,memory_mb
1747658989.7428675,90.9,51.11328125
1747658990.7451732,1.0,51.11328125
1747658991.7475252,0.0,51.11328125
1747658992.7499065,1.0,51.11328125
1747658993.7522967,0.0,51.11328125
1747658994.7549345,1.0,51.11328125
1747658995.7572691,0.0,51.11328125
1747658996.759589,0.0,51.11328125
1747658997.7618835,1.0,51.11328125
1747658998.763834,0.0,51.11328125
1747658999.7662878,1.0,51.11328125
1747659000.7686822,0.0,51.11328125
1747659001.7712014,1.0,51.11328125
1747659002.7733302,0.0,51.11328125
1747659003.7753808,1.0,51.11328125
1747659004.777403,0.0,51.11328125
1747659005.7794483,2.0,51.11328125
1747659006.781764,0.0,51.11328125
1747659007.7839565,1.0,51.11328125
1747659008.786377,0.0,51.11328125
1747659009.7887962,0.0,51.11328125
1747659010.791273,1.0,51.37109375
1747659011.7938523,1.0,51.37109375
1747659012.7963088,1.0,51.37109375
1747659013.7987273,0.0,51.37109375
1747659014.8012242,0.0,51.37109375
1747659015.8037305,0.0,51.37109375
1747659016.8061497,1.0,51.37109375
1747659017.8085732,1.0,51.37109375
1747659018.8110535,0.0,51.37109375
