timestamp,cpu_percent,memory_mb
1747658483.0690653,89.9,58.73046875
1747658484.071378,15.0,71.359375
1747658485.0738955,30.0,71.40234375
1747658486.0761132,29.0,82.62890625
1747658487.0786653,26.0,80.64453125
1747658488.0813506,26.0,77.046875
1747658489.0838308,27.0,72.48046875
1747658490.0862536,28.0,74.8046875
1747658491.0879858,29.0,80.15625
1747658492.0904367,27.0,77.578125
1747658493.0928864,29.0,71.46484375
1747658494.0953517,27.0,71.46484375
1747658495.0977423,28.0,71.46875
1747658496.1001482,28.0,71.48046875
1747658497.1025531,29.0,71.484375
1747658498.1050127,29.0,71.484375
1747658499.107476,30.0,71.484375
1747658500.1098444,25.0,71.48828125
1747658501.1121805,31.0,71.515625
1747658502.1140473,28.0,71.515625
1747658503.1159189,29.0,71.515625
1747658504.1183646,30.0,71.515625
1747658505.119937,29.0,71.515625
1747658506.1222842,27.0,71.51953125
1747658507.1239133,29.0,71.51953125
1747658508.1254268,27.0,71.5234375
1747658509.1279068,26.0,71.5234375
1747658510.1303062,28.0,71.5234375
1747658511.1323903,27.0,71.5234375
1747658512.1348693,29.0,71.5234375
