timestamp,cpu_percent,memory_mb
1747745033.0883825,93.9,54.65625
1747745034.097591,11.0,55.4453125
1747745035.1018665,13.0,55.51953125
1747745036.105445,13.0,55.52734375
1747745037.1091487,12.0,55.53125
1747745038.112636,11.0,55.5390625
1747745039.1154878,12.0,55.54296875
1747745040.1192415,11.0,55.55078125
1747745041.123019,11.0,55.55859375
1747745042.1267843,11.0,55.5703125
1747745043.1306624,12.0,55.57421875
1747745044.1348548,12.0,54.85546875
1747745045.138843,12.0,55.63671875
1747745046.1433585,12.0,56.92578125
1747745047.1478553,10.0,55.640625
1747745048.1517894,12.0,55.640625
1747745049.1555667,13.0,58.9921875
1747745050.1595445,11.0,57.9609375
1747745051.1635218,12.0,58.48046875
1747745052.1675427,12.0,59.76953125
1747745053.1714687,10.0,56.67578125
1747745054.1753407,12.0,60.02734375
1747745055.1792624,13.0,55.69921875
1747745056.183125,12.0,55.69921875
1747745057.1870704,11.0,55.70703125
1747745058.1909482,10.0,58.02734375
1747745059.1949384,13.0,55.7109375
1747745060.1989236,11.0,55.71484375
1747745061.2029104,11.0,55.71484375
1747745062.2068887,12.0,55.71875
