timestamp,cpu_percent,memory_mb
1747658548.795696,91.9,58.9296875
1747658549.7977734,1.0,58.9296875
1747658550.7999349,1.0,58.9296875
1747658551.802374,0.0,58.9296875
1747658552.8038964,1.0,58.9296875
1747658553.8063,0.0,58.9296875
1747658554.8079355,1.0,58.9296875
1747658555.8104773,0.0,58.9296875
1747658556.8119106,1.0,58.9296875
1747658557.8143284,0.0,58.9296875
1747658558.8159106,1.0,58.9296875
1747658559.818329,1.0,58.9296875
1747658560.8199155,0.0,58.9296875
1747658561.822325,1.0,58.9296875
1747658562.8238916,1.0,58.9296875
1747658563.8262892,0.0,58.9296875
1747658564.8278706,1.0,58.9296875
1747658565.8302228,0.0,58.9296875
1747658566.831864,1.0,58.9296875
1747658567.8342485,0.0,58.9296875
1747658568.8358443,1.0,58.9296875
1747658569.8382432,1.0,58.9296875
1747658570.8406076,0.0,58.9296875
1747658571.842928,1.0,58.9296875
1747658572.8452682,0.0,58.9296875
1747658573.8476305,1.0,58.9296875
1747658574.8499513,0.0,58.9296875
1747658575.8518147,1.0,58.9296875
1747658576.8540738,0.0,58.9296875
1747658577.8563154,1.0,58.9296875
