timestamp,cpu_percent,memory_mb
1747658750.0060623,92.9,59.421875
1747658751.0079005,1.0,59.421875
1747658752.0101774,0.0,59.421875
1747658753.0117943,1.0,59.421875
1747658754.0140724,0.0,59.421875
1747658755.0164423,1.0,59.421875
1747658756.0189984,0.0,59.421875
1747658757.021375,1.0,59.421875
1747658758.0238,0.0,59.421875
1747658759.0261831,1.0,59.421875
1747658760.027883,1.0,59.421875
1747658761.0302892,0.0,59.421875
1747658762.0326705,0.0,59.421875
1747658763.0351691,1.0,59.421875
1747658764.0375724,0.0,59.421875
1747658765.0400023,1.0,59.421875
1747658766.0424402,0.0,59.421875
1747658767.0449138,1.0,59.421875
1747658768.0473897,1.0,59.421875
1747658769.0498173,0.0,59.421875
1747658770.05228,1.0,59.421875
1747658771.0546992,1.0,59.421875
1747658772.0571625,0.0,59.421875
1747658773.059217,1.0,59.421875
1747658774.0616481,0.0,59.421875
1747658775.063954,1.0,59.421875
1747658776.066343,0.0,59.421875
1747658777.0678828,1.0,59.421875
1747658778.0702963,1.0,59.421875
1747658779.071908,0.0,59.421875
