timestamp,cpu_percent,memory_mb
1747744677.4273822,97.9,59.1484375
1747744678.4307263,6.0,60.0625
1747744679.4328518,6.0,60.08203125
1747744680.4341724,6.0,60.08984375
1747744681.4362123,8.0,60.09375
1747744682.4384506,7.0,60.09765625
1747744683.4406998,8.0,60.1015625
1747744684.4431002,7.0,60.109375
1747744685.445415,8.0,60.1171875
1747744686.4477584,7.0,60.12890625
1747744687.450098,7.0,60.13671875
1747744688.452488,8.0,60.140625
1747744689.4546325,7.0,60.14453125
1747744690.4567394,7.0,60.1484375
1747744691.45906,8.0,60.1484375
1747744692.4614415,6.0,60.15625
1747744693.4638674,8.0,60.15625
1747744694.4661996,8.0,60.16015625
1747744695.46836,6.0,60.16015625
1747744696.4703,8.0,60.16015625
1747744697.4725664,7.0,60.16015625
1747744698.4745064,5.0,60.16015625
1747744699.4766545,6.0,60.1640625
1747744700.4789162,5.0,60.16796875
1747744701.481262,7.0,60.16796875
1747744702.483533,7.0,60.171875
1747744703.4858768,6.0,60.171875
1747744704.4881337,8.0,60.17578125
1747744705.4903953,5.0,60.17578125
1747744706.4926205,6.0,60.1796875
