timestamp,cpu_percent,memory_mb
1747745066.1394057,96.9,54.76953125
1747745067.1433988,29.0,56.859375
1747745068.1473987,25.0,76.7890625
1747745069.1503794,42.9,57.18359375
1747745070.1544614,34.0,56.40234375
1747745071.1585371,34.9,57.1796875
1747745072.1624928,36.0,61.78515625
1747745073.1661458,38.9,57.2265625
1747745074.1702976,33.0,72.578125
1747745075.1730616,35.0,58.09375
1747745076.176061,36.0,58.09765625
1747745077.1800106,34.9,59.1328125
1747745078.183066,34.0,57.1640625
1747745079.1853986,34.0,57.171875
1747745080.1891928,38.9,65.546875
1747745081.1921604,33.0,56.71875
1747745082.1946287,29.0,56.9765625
1747745083.1984951,16.0,70.8984375
1747745084.202368,45.9,56.98828125
1747745085.2060385,32.0,56.98828125
1747745086.2101693,13.0,65.23828125
1747745087.2141297,39.9,59.171875
1747745088.2166898,33.0,58.37109375
1747745089.220033,28.0,60.17578125
1747745090.2238412,41.9,59.17578125
1747745091.2280924,24.0,59.17578125
1747745092.2316663,35.0,61.80078125
1747745093.2356148,25.0,59.03515625
1747745094.2395692,30.0,59.03515625
1747745095.243868,34.0,59.03515625
